,Predicted_Order_Count
2018-08-12,628.5316323180873
2018-08-19,668.3552189719368
2018-08-26,711.2576718212979
2018-09-02,757.5475690185219
2018-09-09,807.8456785681794
2018-09-16,863.0526569419357
2018-09-23,920.4014394737462
2018-09-30,982.4779866108746
2018-10-07,1048.7367474274931
2018-10-14,1119.4594855214089
2018-10-21,1194.9469474337095
2018-10-28,1275.520141565331
